order_item_id,order_id,product_id,quantity,unit_price
928,O00386,P017,2,65.0
929,O00387,P015,2,35.0
930,O00388,P020,3,63.25
931,O00388,P002,1,172.5
932,O00389,P012,1,46.0
933,O00389,P014,3,69.0
934,O00389,P004,3,51.75
935,O00389,P005,3,138.0
936,O00390,P016,3,138.0
937,O00391,P015,3,35.0
938,O00391,P003,2,899.0
939,O00391,P017,3,65.0
940,O00391,P009,2,55.0
941,O00392,P012,2,46.0
942,O00392,P019,2,149.5
943,O00392,P020,3,63.25
944,O00393,P012,3,40.0
945,O00393,P004,3,45.0
946,O00393,P013,2,90.0
947,O00394,P012,2,40.0
948,O00394,P020,1,55.0
949,O00394,P013,2,90.0
950,O00395,P018,3,89.0
951,O00395,P001,2,1200.0
952,O00396,P003,1,899.0
953,O00396,P013,2,90.0
954,O00396,P008,2,75.0
955,O00397,P012,2,46.0
956,O00397,P004,1,51.75
957,O00397,P007,2,207.0
958,O00397,P002,3,172.5
959,O00398,P013,2,103.5
960,O00399,P002,2,172.5
961,O00399,P016,2,138.0
962,O00399,P008,1,86.25
963,O00400,P006,1,133.0
964,O00401,P015,2,49.0
965,O00401,P002,2,210.0
966,O00402,P004,2,45.0
967,O00403,P012,2,46.0
968,O00404,P003,3,899.0
969,O00404,P011,1,110.0
970,O00404,P016,2,120.0
971,O00405,P005,2,138.0
972,O00406,P014,2,60.0
973,O00406,P004,1,45.0
974,O00406,P008,2,75.0
975,O00407,P019,1,130.0
976,O00408,P015,3,35.0
977,O00408,P004,1,45.0
978,O00408,P002,1,150.0
979,O00409,P001,3,1200.0
980,O00409,P004,1,45.0
981,O00409,P010,1,85.0
982,O00410,P012,3,56.0
983,O00410,P020,3,77.0
984,O00410,P014,3,84.0
985,O00411,P015,2,40.25
986,O00411,P004,3,51.75
987,O00411,P005,1,138.0
988,O00412,P019,1,130.0
989,O00412,P014,1,60.0
990,O00412,P008,2,75.0
991,O00413,P012,3,40.0
992,O00413,P020,1,55.0
993,O00414,P018,2,89.0
994,O00414,P012,3,40.0
995,O00414,P004,3,45.0
996,O00414,P011,1,110.0
997,O00415,P020,3,55.0
998,O00415,P014,2,60.0
999,O00415,P005,1,120.0
1000,O00416,P012,2,46.0
1001,O00416,P017,1,74.75
1002,O00416,P001,1,1380.0
1003,O00416,P019,2,149.5
1004,O00417,P009,3,77.0
1005,O00417,P002,3,210.0
1006,O00418,P020,2,77.0
1007,O00418,P019,2,182.0
1008,O00418,P004,3,63.0
1009,O00418,P005,1,168.0
1010,O00419,P012,1,56.0
1011,O00419,P015,1,49.0
1012,O00420,P019,1,130.0
1013,O00420,P009,3,55.0
1014,O00421,P012,3,40.0
1015,O00421,P007,1,180.0
1016,O00422,P018,2,124.6
1017,O00422,P003,2,1258.6
1018,O00422,P001,2,1680.0
1019,O00423,P001,3,1200.0
1020,O00423,P020,2,55.0
1021,O00424,P004,1,51.75
1022,O00424,P013,2,103.5
1023,O00425,P018,1,102.35
1024,O00425,P003,2,1033.85
1025,O00425,P014,2,69.0
1026,O00425,P010,2,97.75
1027,O00426,P001,1,1200.0
1028,O00426,P004,2,45.0
1029,O00427,P013,2,103.5
1030,O00427,P019,3,149.5
1031,O00427,P009,2,63.25
1032,O00427,P016,2,138.0
1033,O00428,P012,2,56.0
1034,O00429,P018,1,89.0
1035,O00430,P001,1,1200.0
1036,O00430,P020,1,55.0
1037,O00430,P009,2,55.0
1038,O00430,P016,2,120.0
1039,O00431,P004,2,63.0
1040,O00431,P016,3,168.0
1041,O00431,P006,1,133.0
1042,O00432,P015,1,35.0
1043,O00433,P009,1,55.0
1044,O00433,P007,1,180.0
1045,O00434,P015,1,35.0
1046,O00434,P003,3,899.0
1047,O00435,P015,3,40.25
1048,O00435,P002,3,172.5
1049,O00436,P012,3,40.0
1050,O00436,P004,1,45.0
1051,O00436,P002,1,150.0
1052,O00436,P008,1,75.0
1053,O00437,P009,2,55.0
1054,O00438,P019,1,182.0
1055,O00439,P001,1,1200.0
1056,O00439,P011,3,110.0
1057,O00440,P012,3,40.0
1058,O00440,P013,3,90.0
1059,O00440,P002,3,150.0
1060,O00440,P005,1,120.0
1061,O00441,P003,1,1258.6
1062,O00441,P014,1,84.0
1063,O00442,P015,2,35.0
1064,O00442,P020,1,55.0
1065,O00443,P017,2,65.0
1066,O00443,P019,3,130.0
1067,O00443,P007,1,180.0
1068,O00444,P015,3,35.0
1069,O00444,P003,1,899.0
1070,O00444,P012,3,40.0
1071,O00444,P006,1,95.0
1072,O00445,P003,3,1033.85
1073,O00446,P011,3,126.5
1074,O00447,P018,3,89.0
1075,O00447,P009,3,55.0
1076,O00447,P005,2,120.0
1077,O00448,P012,3,56.0
1078,O00448,P011,1,154.0
1079,O00448,P014,3,84.0
1080,O00448,P004,2,63.0
1081,O00449,P003,2,899.0
1082,O00450,P017,2,65.0
1083,O00450,P020,1,55.0
1084,O00451,P012,1,56.0
1085,O00451,P001,3,1680.0
1086,O00451,P014,2,84.0
1087,O00452,P007,3,252.0
1088,O00453,P003,2,1258.6
1089,O00453,P016,3,168.0
1090,O00453,P008,3,105.0
1091,O00454,P011,1,110.0
1092,O00454,P019,3,130.0
1093,O00454,P010,1,85.0
1094,O00455,P012,2,40.0
1095,O00455,P001,2,1200.0
1096,O00456,P001,2,1200.0
1097,O00456,P006,3,95.0
1098,O00457,P012,3,40.0
1099,O00457,P009,1,55.0
1100,O00458,P015,1,35.0
1101,O00458,P002,2,150.0
1102,O00458,P005,2,120.0
1103,O00459,P012,2,46.0
1104,O00459,P004,1,51.75
1105,O00460,P010,1,85.0
1106,O00461,P019,3,130.0
1107,O00461,P004,3,45.0
1108,O00462,P001,2,1200.0
1109,O00462,P004,3,45.0
1110,O00463,P008,1,75.0
1111,O00464,P001,1,1680.0
1112,O00464,P014,2,84.0
1113,O00464,P016,1,168.0
1114,O00465,P004,2,51.75
1115,O00466,P017,3,74.75
1116,O00466,P020,1,63.25
1117,O00466,P005,1,138.0
1118,O00467,P010,1,97.75
1119,O00467,P013,1,103.5
1120,O00467,P008,2,86.25
1121,O00468,P009,1,63.25
1122,O00469,P018,3,124.6
1123,O00469,P013,2,126.0
1124,O00469,P004,3,63.0
1125,O00470,P004,3,63.0
1126,O00470,P016,1,168.0
1127,O00470,P008,2,105.0
1128,O00471,P017,3,65.0
1129,O00471,P002,2,150.0
1130,O00472,P014,1,60.0
1131,O00472,P007,1,180.0
1132,O00472,P016,3,120.0
1133,O00472,P010,2,85.0
1134,O00473,P001,2,1680.0
1135,O00473,P010,2,119.0
1136,O00474,P008,3,105.0
1137,O00474,P006,1,133.0
1138,O00475,P012,2,40.0
1139,O00475,P013,2,90.0
1140,O00476,P015,2,49.0
1141,O00476,P009,3,77.0
1142,O00476,P004,2,63.0
1143,O00477,P014,3,84.0
1144,O00477,P004,3,63.0
1145,O00478,P002,2,150.0
1146,O00478,P003,1,899.0
1147,O00478,P013,2,90.0
1148,O00478,P007,2,180.0
1149,O00479,P015,3,35.0
1150,O00480,P011,1,126.5
1151,O00480,P014,3,69.0
1152,O00480,P002,3,172.5
1153,O00481,P014,2,69.0
1154,O00481,P010,2,97.75
1155,O00482,P015,3,40.25
1156,O00482,P012,2,46.0
1157,O00482,P004,2,51.75
1158,O00482,P007,3,207.0
1159,O00483,P013,3,90.0
1160,O00484,P001,3,1200.0
1161,O00485,P018,1,89.0
1162,O00486,P012,1,56.0
1163,O00486,P014,3,84.0
1164,O00486,P009,2,77.0
1165,O00486,P010,2,119.0
1166,O00487,P018,1,89.0
1167,O00487,P006,1,95.0
1168,O00488,P014,1,60.0
1169,O00489,P003,2,1258.6
1170,O00489,P017,3,91.0
1171,O00489,P020,3,77.0
1172,O00490,P004,2,45.0
1173,O00490,P001,3,1200.0
1174,O00490,P009,1,55.0
1175,O00491,P012,1,46.0
1176,O00491,P009,3,63.25
1177,O00491,P008,2,86.25
1178,O00492,P019,1,130.0
1179,O00492,P002,1,150.0
1180,O00492,P010,2,85.0
1181,O00493,P012,1,40.0
1182,O00493,P019,2,130.0
1183,O00493,P013,2,90.0
1184,O00494,P012,2,40.0
1185,O00494,P020,2,55.0
1186,O00494,P008,1,75.0
1187,O00495,P015,2,49.0
1188,O00495,P012,3,56.0
1189,O00495,P002,1,210.0
1190,O00496,P018,1,89.0
1191,O00496,P003,3,899.0
1192,O00496,P001,3,1200.0
1193,O00497,P005,1,120.0
1194,O00497,P004,3,45.0
1195,O00497,P016,1,120.0
1196,O00497,P008,2,75.0
1197,O00498,P017,2,65.0
1198,O00498,P013,2,90.0
1199,O00499,P015,1,35.0
1200,O00499,P014,1,60.0
1201,O00500,P017,1,65.0
1202,O00500,P002,1,150.0
1203,O00500,P005,2,120.0
1204,O00501,P015,2,35.0
1205,O00501,P012,3,40.0
1206,O00501,P016,3,120.0
1207,O00501,P006,2,95.0
1208,O00502,P018,2,89.0
1209,O00502,P003,2,899.0
1210,O00502,P001,3,1200.0
1211,O00503,P002,3,150.0
1212,O00504,P014,1,60.0
1213,O00504,P013,2,90.0
1214,O00504,P005,3,120.0
1215,O00504,P006,3,95.0
1216,O00505,P015,1,40.25
1217,O00505,P013,3,103.5
1218,O00505,P016,2,138.0
1219,O00506,P012,1,40.0
1220,O00506,P015,2,35.0
1221,O00506,P018,1,89.0
1222,O00507,P015,2,35.0
1223,O00508,P002,3,150.0
1224,O00509,P015,1,40.25
1225,O00510,P015,2,35.0
1226,O00510,P019,2,130.0
1227,O00511,P015,2,35.0
1228,O00511,P014,2,60.0
1229,O00511,P016,1,120.0
1230,O00512,P014,1,60.0
1231,O00512,P020,1,55.0
1232,O00512,P009,3,55.0
1233,O00512,P004,2,45.0
1234,O00513,P019,3,149.5
1235,O00514,P001,1,1680.0
1236,O00515,P001,3,1680.0
1237,O00515,P011,3,154.0
1238,O00515,P016,1,168.0
1239,O00516,P015,3,35.0
1240,O00516,P019,3,130.0
1241,O00516,P012,2,40.0
1242,O00516,P005,2,120.0
1243,O00517,P018,1,89.0
1244,O00517,P017,2,65.0
1245,O00517,P012,3,40.0
1246,O00517,P016,2,120.0
1247,O00518,P006,3,95.0
1248,O00518,P002,1,150.0
1249,O00518,P008,2,75.0
1250,O00519,P002,3,150.0
1251,O00519,P016,1,120.0
1252,O00519,P010,1,85.0
1253,O00520,P004,3,45.0
1254,O00521,P011,3,110.0
1255,O00521,P002,3,150.0
1256,O00522,P012,1,46.0
1257,O00522,P020,2,63.25
1258,O00522,P018,1,102.35
1259,O00522,P010,2,97.75
1260,O00523,P003,3,1033.85
1261,O00523,P017,3,74.75
1262,O00523,P014,1,69.0
1263,O00523,P010,3,97.75
1264,O00524,P001,1,1680.0
1265,O00524,P019,2,182.0
1266,O00525,P019,1,130.0
1267,O00525,P014,1,60.0
1268,O00525,P013,3,90.0
1269,O00525,P005,1,120.0
1270,O00526,P010,1,85.0
1271,O00527,P017,1,65.0
1272,O00528,P004,2,45.0
1273,O00528,P013,3,90.0
1274,O00528,P002,3,150.0
1275,O00529,P015,2,35.0
1276,O00529,P003,1,899.0
1277,O00529,P012,1,40.0
1278,O00530,P003,1,899.0
1279,O00530,P008,2,75.0
1280,O00531,P012,1,56.0
1281,O00531,P019,1,182.0
1282,O00531,P010,1,119.0
1283,O00532,P001,1,1680.0
1284,O00532,P011,1,154.0
1285,O00532,P016,3,168.0
1286,O00533,P017,3,91.0
1287,O00533,P009,1,77.0
1288,O00533,P016,1,168.0
1289,O00534,P013,3,90.0
1290,O00535,P014,2,60.0
1291,O00536,P018,2,89.0
1292,O00536,P020,3,55.0
1293,O00536,P011,3,110.0
1294,O00537,P003,2,1033.85
1295,O00537,P002,2,172.5
1296,O00538,P014,3,69.0
1297,O00538,P002,2,172.5
1298,O00539,P009,2,63.25
1299,O00539,P008,1,86.25
1300,O00540,P012,3,46.0
1301,O00540,P002,2,172.5
1302,O00540,P005,2,138.0
1303,O00540,P010,1,97.75
1304,O00541,P015,1,35.0
1305,O00541,P002,2,150.0
1306,O00542,P010,2,97.75
1307,O00543,P010,2,85.0
1308,O00543,P004,2,45.0
1309,O00543,P008,1,75.0
1310,O00544,P017,3,65.0
1311,O00544,P014,1,60.0
1312,O00544,P013,3,90.0
1313,O00545,P018,2,89.0
1314,O00545,P002,1,150.0
1315,O00546,P018,1,102.35
1316,O00546,P015,1,40.25
1317,O00546,P006,2,109.25
1318,O00547,P019,1,130.0
1319,O00547,P013,3,90.0
1320,O00548,P001,1,1680.0
1321,O00548,P020,2,77.0
1322,O00548,P016,3,168.0
1323,O00548,P010,2,119.0
1324,O00549,P010,1,85.0
1325,O00550,P015,2,35.0
1326,O00551,P005,1,120.0
1327,O00551,P008,1,75.0
1328,O00552,P020,2,77.0
1329,O00553,P015,3,40.25
1330,O00553,P020,2,63.25
1331,O00553,P002,1,172.5
1332,O00554,P004,3,51.75
1333,O00554,P013,3,103.5
1334,O00554,P008,1,86.25
1335,O00555,P003,3,1033.85
1336,O00555,P008,1,86.25
1337,O00556,P016,2,168.0
1338,O00557,P011,2,110.0
1339,O00557,P009,2,55.0
1340,O00557,P002,2,150.0
1341,O00558,P010,3,85.0
1342,O00559,P015,3,35.0
1343,O00559,P008,1,75.0
1344,O00559,P010,1,85.0
1345,O00560,P002,1,150.0
1346,O00561,P003,2,1033.85
1347,O00562,P018,3,102.35
1348,O00562,P011,3,126.5
1349,O00563,P015,2,40.25
1350,O00563,P019,2,149.5
1351,O00563,P009,2,63.25
1352,O00564,P006,1,95.0
1353,O00565,P018,2,124.6
1354,O00565,P012,2,56.0
1355,O00566,P017,3,91.0
1356,O00566,P011,3,154.0
1357,O00566,P014,3,84.0
1358,O00567,P017,2,65.0
1359,O00567,P004,2,45.0
1360,O00568,P010,1,119.0
1361,O00568,P008,3,105.0
1362,O00569,P015,3,40.25
1363,O00569,P004,1,51.75
1364,O00570,P012,2,40.0
1365,O00570,P001,2,1200.0
1366,O00570,P004,1,45.0
1367,O00571,P012,2,56.0
1368,O00571,P019,2,182.0
1369,O00571,P004,1,63.0
1370,O00571,P006,2,133.0
1371,O00572,P015,3,35.0
1372,O00572,P001,2,1200.0
1373,O00573,P019,3,149.5
1374,O00573,P020,1,63.25
1375,O00573,P016,3,138.0
1376,O00574,P012,2,56.0
1377,O00574,P003,3,1258.6
1378,O00574,P019,1,182.0
1379,O00574,P007,2,252.0
1380,O00575,P007,3,252.0
1381,O00576,P013,3,90.0
1382,O00576,P020,2,55.0
1383,O00576,P004,2,45.0
1384,O00576,P007,1,180.0
1385,O00577,P001,2,1200.0
1386,O00577,P009,2,55.0
1387,O00577,P008,3,75.0
1388,O00578,P015,2,40.25
1389,O00578,P010,2,97.75
1390,O00579,P017,2,74.75
1391,O00579,P020,3,63.25
1392,O00580,P018,1,89.0
1393,O00580,P013,1,90.0
1394,O00581,P012,3,40.0
1395,O00581,P020,2,55.0
1396,O00581,P019,1,130.0
1397,O00581,P008,1,75.0
1398,O00582,P012,1,46.0
1399,O00582,P015,1,40.25
1400,O00582,P009,1,63.25
1401,O00583,P012,3,56.0
1402,O00583,P018,2,124.6
1403,O00583,P002,2,210.0
1404,O00584,P020,3,63.25
1405,O00584,P005,2,138.0
1406,O00585,P001,2,1380.0
1407,O00585,P016,1,138.0
1408,O00586,P012,3,40.0
1409,O00586,P018,3,89.0
1410,O00587,P018,1,102.35
1411,O00588,P004,1,45.0
1412,O00588,P016,3,120.0
1413,O00589,P018,2,89.0
1414,O00589,P015,2,35.0
1415,O00590,P012,2,46.0
1416,O00591,P003,2,899.0
1417,O00592,P004,3,63.0
1418,O00592,P019,1,182.0
1419,O00592,P009,1,77.0
1420,O00593,P009,1,55.0
1421,O00594,P011,2,110.0
1422,O00594,P019,3,130.0
1423,O00595,P017,3,65.0
1424,O00595,P019,3,130.0
1425,O00596,P015,1,35.0
1426,O00596,P001,1,1200.0
1427,O00597,P015,1,35.0
1428,O00597,P007,1,180.0
1429,O00598,P015,2,35.0
1430,O00598,P002,1,150.0
1431,O00598,P016,1,120.0
1432,O00599,P017,3,74.75
1433,O00600,P010,2,85.0
1434,O00601,P002,3,150.0
1435,O00602,P018,3,89.0
1436,O00602,P016,1,120.0
1437,O00602,P008,3,75.0
1438,O00603,P002,3,172.5
1439,O00604,P015,1,40.25
1440,O00604,P020,3,63.25
1441,O00605,P019,3,149.5
1442,O00606,P015,1,40.25
1443,O00606,P004,1,51.75
1444,O00607,P012,2,40.0
1445,O00607,P009,1,55.0
1446,O00607,P016,2,120.0
1447,O00608,P011,2,154.0
1448,O00608,P008,3,105.0
1449,O00609,P015,3,35.0
1450,O00609,P001,1,1200.0
1451,O00609,P020,2,55.0
1452,O00609,P008,2,75.0
1453,O00610,P003,2,1258.6
1454,O00611,P015,1,35.0
1455,O00612,P020,2,55.0
1456,O00612,P013,1,90.0
1457,O00612,P008,1,75.0
1458,O00613,P015,3,35.0
1459,O00613,P013,2,90.0
1460,O00613,P006,2,95.0
1461,O00614,P012,1,40.0
1462,O00614,P003,2,899.0
1463,O00614,P020,2,55.0
1464,O00614,P010,2,85.0
1465,O00615,P015,1,40.25
1466,O00615,P001,2,1380.0
1467,O00616,P015,1,40.25
1468,O00616,P009,2,63.25
1469,O00617,P016,3,138.0
1470,O00618,P017,2,65.0
1471,O00618,P011,3,110.0
1472,O00618,P014,2,60.0
1473,O00618,P004,3,45.0
1474,O00619,P020,1,55.0
1475,O00620,P009,2,55.0
1476,O00621,P012,2,56.0
1477,O00621,P001,3,1680.0
1478,O00621,P018,1,124.6
1479,O00621,P010,2,119.0
1480,O00622,P015,2,35.0
1481,O00622,P013,2,90.0
1482,O00622,P016,1,120.0
1483,O00622,P008,1,75.0
1484,O00623,P003,2,1033.85
1485,O00624,P016,3,138.0
1486,O00625,P002,3,150.0
1487,O00625,P008,1,75.0
1488,O00626,P014,3,69.0
1489,O00626,P013,1,103.5
1490,O00627,P008,1,86.25
1491,O00628,P001,3,1380.0
1492,O00628,P014,2,69.0
1493,O00628,P009,2,63.25
1494,O00629,P020,3,63.25
1495,O00629,P009,1,63.25
1496,O00629,P013,2,103.5
1497,O00629,P008,1,86.25
1498,O00630,P017,1,74.75
1499,O00630,P011,3,126.5
1500,O00630,P014,2,69.0
1501,O00631,P020,3,55.0
1502,O00631,P014,1,60.0
1503,O00631,P004,2,45.0
1504,O00631,P002,2,150.0
1505,O00632,P004,3,45.0
1506,O00632,P020,1,55.0
1507,O00632,P009,3,55.0
1508,O00633,P013,2,90.0
1509,O00634,P002,3,150.0
1510,O00634,P017,2,65.0
1511,O00634,P009,2,55.0
1512,O00634,P008,3,75.0
1513,O00635,P014,2,60.0
1514,O00635,P009,3,55.0
1515,O00635,P004,3,45.0
1516,O00636,P017,2,74.75
1517,O00636,P014,2,69.0
1518,O00637,P003,1,1033.85
1519,O00637,P008,3,86.25
1520,O00638,P018,2,89.0
1521,O00638,P019,2,130.0
1522,O00638,P014,2,60.0
1523,O00638,P009,3,55.0
1524,O00639,P019,1,130.0
1525,O00639,P011,1,110.0
1526,O00639,P009,2,55.0
1527,O00639,P020,1,55.0
1528,O00640,P012,3,46.0
1529,O00640,P017,1,74.75
1530,O00640,P006,3,109.25
1531,O00641,P002,1,150.0
1532,O00642,P018,2,124.6
1533,O00642,P019,3,182.0
1534,O00642,P009,3,77.0
1535,O00643,P015,3,49.0
1536,O00643,P003,3,1258.6
1537,O00643,P020,1,77.0
1538,O00644,P013,2,126.0
1539,O00644,P011,2,154.0
1540,O00644,P002,3,210.0
1541,O00645,P020,1,77.0
1542,O00645,P004,1,63.0
1543,O00646,P013,2,103.5
1544,O00646,P005,3,138.0
1545,O00646,P010,2,97.75
1546,O00647,P018,1,89.0
1547,O00647,P020,2,55.0
1548,O00648,P017,3,74.75
1549,O00648,P001,1,1380.0
1550,O00648,P020,3,63.25
1551,O00649,P017,1,65.0
1552,O00649,P020,3,55.0
1553,O00649,P007,1,180.0
1554,O00649,P008,2,75.0
1555,O00650,P018,1,89.0
1556,O00650,P015,1,35.0
1557,O00650,P009,3,55.0
1558,O00650,P010,2,85.0
1559,O00651,P008,3,75.0
1560,O00652,P001,3,1380.0
1561,O00652,P002,1,172.5
1562,O00652,P010,3,97.75
1563,O00653,P001,2,1380.0
1564,O00653,P004,2,51.75
1565,O00654,P003,1,1033.85
1566,O00655,P018,2,89.0
1567,O00655,P015,2,35.0
1568,O00656,P015,2,35.0
1569,O00656,P005,2,120.0
1570,O00657,P009,1,77.0
1571,O00658,P018,3,124.6
1572,O00658,P020,3,77.0
1573,O00658,P004,3,63.0
1574,O00659,P020,1,77.0
1575,O00660,P013,3,90.0
1576,O00660,P002,2,150.0
1577,O00661,P020,1,55.0
1578,O00662,P001,3,1200.0
1579,O00663,P018,2,89.0
1580,O00663,P011,2,110.0
1581,O00663,P004,3,45.0
1582,O00664,P009,1,63.25
1583,O00665,P020,1,63.25
1584,O00665,P005,2,138.0
1585,O00665,P010,3,97.75
1586,O00666,P001,1,1200.0
1587,O00667,P002,1,172.5
1588,O00668,P008,3,75.0
1589,O00668,P019,3,130.0
1590,O00668,P010,3,85.0
1591,O00669,P005,3,120.0
1592,O00670,P015,3,35.0
1593,O00670,P003,1,899.0
1594,O00670,P020,3,55.0
1595,O00671,P011,2,154.0
1596,O00671,P004,1,63.0
1597,O00671,P008,1,105.0
1598,O00672,P003,2,1258.6
1599,O00672,P002,3,210.0
1600,O00673,P018,2,124.6
1601,O00673,P013,3,126.0
1602,O00673,P016,2,168.0
1603,O00673,P006,2,133.0
1604,O00674,P004,1,45.0
1605,O00675,P003,2,1033.85
1606,O00675,P004,1,51.75
1607,O00675,P010,2,97.75
1608,O00676,P015,2,40.25
1609,O00676,P003,1,1033.85
1610,O00676,P010,1,97.75
1611,O00677,P018,2,89.0
1612,O00677,P015,3,35.0
1613,O00678,P020,3,63.25
1614,O00678,P013,3,103.5
1615,O00679,P011,2,110.0
1616,O00679,P019,1,130.0
1617,O00679,P002,2,150.0
1618,O00679,P005,3,120.0
1619,O00680,P003,1,1258.6
1620,O00680,P019,1,182.0
1621,O00680,P007,2,252.0
1622,O00680,P008,3,105.0
1623,O00681,P015,3,35.0
1624,O00681,P020,1,55.0
1625,O00681,P007,1,180.0
1626,O00682,P007,3,207.0
1627,O00682,P002,2,172.5
1628,O00683,P009,1,55.0
1629,O00683,P016,1,120.0
1630,O00683,P005,1,120.0
1631,O00684,P003,2,899.0
1632,O00684,P014,2,60.0
1633,O00684,P016,3,120.0
1634,O00684,P006,2,95.0
1635,O00685,P012,2,40.0
1636,O00685,P011,2,110.0
1637,O00685,P018,3,89.0
1638,O00686,P012,3,46.0
1639,O00686,P015,3,40.25
1640,O00686,P020,3,63.25
1641,O00686,P002,1,172.5
1642,O00687,P006,2,95.0
1643,O00688,P015,1,35.0
1644,O00688,P020,3,55.0
1645,O00688,P006,2,95.0
1646,O00689,P015,2,35.0
1647,O00689,P017,2,65.0
1648,O00689,P009,3,55.0
1649,O00689,P010,1,85.0
1650,O00690,P003,3,899.0
1651,O00691,P018,1,89.0
1652,O00691,P017,1,65.0
1653,O00692,P015,2,40.25
1654,O00692,P007,3,207.0
1655,O00692,P016,2,138.0
1656,O00693,P015,3,35.0
1657,O00694,P001,1,1200.0
1658,O00695,P015,2,49.0
1659,O00695,P020,1,77.0
1660,O00696,P003,1,899.0
1661,O00696,P001,3,1200.0
1662,O00697,P004,3,45.0
1663,O00698,P014,3,60.0
1664,O00698,P010,1,85.0
1665,O00699,P003,1,899.0
1666,O00699,P009,1,55.0
1667,O00699,P016,1,120.0
1668,O00700,P018,3,124.6
1669,O00700,P004,2,63.0
1670,O00700,P013,1,126.0
1671,O00700,P010,2,119.0
1672,O00701,P014,3,84.0
1673,O00702,P015,2,40.25
1674,O00702,P011,1,126.5
1675,O00702,P013,3,103.5
1676,O00703,P009,2,55.0
1677,O00704,P015,3,40.25
1678,O00704,P013,3,103.5
1679,O00705,P018,2,89.0
1680,O00705,P015,2,35.0
1681,O00706,P018,3,124.6
1682,O00706,P017,1,91.0
1683,O00706,P013,3,126.0
1684,O00706,P006,2,133.0
1685,O00707,P013,1,90.0
1686,O00707,P004,2,45.0
1687,O00708,P012,2,40.0
1688,O00708,P020,2,55.0
1689,O00708,P005,2,120.0
1690,O00709,P018,1,89.0
1691,O00709,P019,1,130.0
1692,O00710,P012,2,46.0
1693,O00710,P003,2,1033.85
1694,O00710,P011,1,126.5
1695,O00710,P004,3,51.75
1696,O00711,P018,3,102.35
1697,O00712,P019,2,130.0
1698,O00713,P020,3,55.0
1699,O00714,P017,1,65.0
1700,O00715,P004,1,45.0
1701,O00716,P010,3,85.0
1702,O00716,P004,2,45.0
1703,O00716,P006,3,95.0
1704,O00717,P014,1,84.0
1705,O00717,P008,1,105.0
1706,O00718,P016,3,138.0
1707,O00718,P008,1,86.25
1708,O00719,P017,2,91.0
1709,O00719,P019,3,182.0
1710,O00719,P009,3,77.0
1711,O00719,P003,2,1258.6
1712,O00720,P003,1,899.0
1713,O00720,P001,2,1200.0
1714,O00720,P020,2,55.0
1715,O00720,P017,2,65.0
1716,O00721,P014,3,60.0
1717,O00721,P002,1,150.0
1718,O00721,P016,3,120.0
1719,O00722,P018,2,89.0
1720,O00722,P015,3,35.0
1721,O00722,P009,3,55.0
1722,O00723,P012,1,40.0
1723,O00723,P001,3,1200.0
1724,O00723,P006,2,95.0
1725,O00724,P019,3,182.0
1726,O00724,P014,3,84.0
1727,O00725,P012,2,56.0
1728,O00726,P012,2,40.0
1729,O00726,P004,3,45.0
1730,O00726,P007,1,180.0
1731,O00727,P015,3,40.25
1732,O00727,P010,3,97.75
1733,O00727,P020,3,63.25
1734,O00727,P006,3,109.25
1735,O00728,P006,3,109.25
1736,O00728,P008,3,86.25
1737,O00729,P012,2,40.0
1738,O00729,P013,2,90.0
1739,O00729,P007,1,180.0
1740,O00729,P005,1,120.0
1741,O00730,P011,2,110.0
1742,O00730,P019,1,130.0
1743,O00730,P002,2,150.0
1744,O00731,P012,2,40.0
1745,O00731,P009,3,55.0
1746,O00731,P013,2,90.0
1747,O00731,P005,2,120.0
1748,O00732,P015,1,35.0
1749,O00732,P017,3,65.0
1750,O00732,P003,3,899.0
1751,O00733,P015,2,35.0
1752,O00734,P015,3,40.25
1753,O00735,P013,2,103.5
1754,O00736,P008,2,86.25
1755,O00737,P003,2,1258.6
1756,O00737,P007,2,252.0
1757,O00738,P003,2,1258.6
1758,O00738,P001,2,1680.0
1759,O00738,P009,1,77.0
1760,O00738,P016,1,168.0
1761,O00739,P011,2,110.0
1762,O00739,P002,3,150.0
1763,O00740,P011,2,110.0
1764,O00740,P010,3,85.0
1765,O00741,P018,3,89.0
1766,O00741,P007,3,180.0
1767,O00742,P020,2,55.0
1768,O00743,P018,3,102.35
1769,O00744,P004,3,45.0
1770,O00745,P020,3,77.0
1771,O00746,P012,1,46.0
1772,O00746,P001,2,1380.0
1773,O00746,P011,1,126.5
1774,O00746,P014,1,69.0
1775,O00747,P012,2,56.0
1776,O00747,P013,1,126.0
1777,O00747,P002,2,210.0
1778,O00747,P007,2,252.0
1779,O00748,P012,2,40.0
1780,O00749,P002,2,150.0
1781,O00749,P005,2,120.0
1782,O00750,P013,2,126.0
1783,O00751,P015,2,35.0
1784,O00752,P012,2,40.0
1785,O00752,P011,2,110.0
1786,O00752,P020,3,55.0
1787,O00752,P005,2,120.0
1788,O00753,P001,3,1200.0
1789,O00753,P019,3,130.0
1790,O00753,P014,3,60.0
1791,O00754,P014,1,69.0
1792,O00754,P016,2,138.0
1793,O00755,P018,1,89.0
1794,O00755,P011,2,110.0
1795,O00755,P016,3,120.0
1796,O00755,P010,1,85.0
1797,O00756,P012,3,40.0
1798,O00756,P017,2,65.0
1799,O00756,P020,3,55.0
1800,O00756,P002,1,150.0
