order_id,customer_id,order_date,status,amount
O00617,C0137,2024-08-17,cancelled,414.0
O00618,C0137,2024-09-02,cancelled,715.0
O00619,C0137,2024-09-15,cancelled,55.0
O00620,C0137,2024-10-23,returned,110.0
O00621,C0137,2024-12-24,returned,5514.6
O00622,C0138,2023-05-01,completed,445.0
O00623,C0138,2023-06-25,cancelled,2067.7
O00624,C0138,2023-08-12,completed,414.0
O00625,C0138,2024-04-08,completed,525.0
O00626,C0138,2024-06-28,completed,310.5
O00627,C0138,2024-07-04,completed,86.25
O00628,C0138,2024-07-16,cancelled,4404.5
O00629,C0138,2024-07-19,completed,546.25
O00630,C0138,2024-08-04,completed,592.25
O00631,C0138,2024-09-07,completed,615.0
O00632,C0138,2024-09-22,completed,355.0
O00633,C0138,2024-09-30,cancelled,180.0
O00634,C0138,2024-10-07,completed,915.0
O00635,C0138,2024-10-10,cancelled,420.0
O00636,C0139,2024-08-13,returned,287.5
O00637,C0140,2024-08-02,completed,1292.6
O00638,C0140,2024-10-03,completed,723.0
O00639,C0141,2023-05-22,completed,405.0
O00640,C0141,2023-08-18,completed,540.5
O00641,C0141,2023-09-24,returned,150.0
O00642,C0141,2023-11-06,completed,1026.2
O00643,C0141,2023-12-21,completed,3999.8
O00644,C0141,2023-12-24,cancelled,1190.0
O00645,C0141,2023-12-31,returned,140.0
O00646,C0141,2024-06-12,completed,816.5
O00647,C0142,2024-03-09,returned,199.0
O00648,C0142,2024-07-12,returned,1794.0
O00649,C0143,2023-10-18,completed,560.0
O00650,C0144,2023-02-04,completed,459.0
O00651,C0144,2023-04-03,cancelled,225.0
O00652,C0144,2023-06-14,cancelled,4605.75
O00653,C0144,2023-08-04,returned,2863.5
O00654,C0144,2023-08-30,cancelled,1033.85
O00655,C0144,2023-09-19,cancelled,248.0
O00656,C0144,2023-10-08,returned,310.0
O00657,C0144,2023-11-01,completed,77.0
O00658,C0144,2023-11-05,returned,793.8
O00659,C0144,2023-11-21,completed,77.0
O00660,C0144,2024-02-21,completed,570.0
O00661,C0144,2024-03-25,completed,55.0
O00662,C0144,2024-10-08,cancelled,3600.0
O00663,C0144,2024-10-21,returned,533.0
O00664,C0145,2023-08-09,completed,63.25
O00665,C0145,2023-08-18,completed,632.5
O00666,C0145,2024-09-15,returned,1200.0
O00667,C0146,2023-08-06,completed,172.5
O00668,C0146,2024-01-28,completed,870.0
O00669,C0146,2024-03-09,completed,360.0
O00670,C0146,2024-09-03,returned,1169.0
O00671,C0146,2024-12-04,completed,476.0
O00672,C0146,2024-12-26,completed,3147.2
O00673,C0146,2024-12-31,completed,1229.2
O00674,C0147,2023-02-24,completed,45.0
O00675,C0147,2023-06-04,returned,2314.95
O00676,C0147,2023-07-13,completed,1212.1
O00677,C0147,2024-03-26,completed,283.0
O00678,C0147,2024-07-23,cancelled,500.25
O00679,C0147,2024-10-13,completed,1010.0
O00680,C0147,2024-11-04,completed,2259.6
O00681,C0148,2023-05-27,cancelled,340.0
O00682,C0148,2023-07-05,completed,966.0
O00683,C0148,2024-02-21,completed,295.0
O00684,C0148,2024-04-23,returned,2468.0
O00685,C0149,2024-05-22,completed,567.0
O00686,C0150,2023-07-10,returned,621.0
O00687,C0150,2024-01-13,returned,190.0
O00688,C0150,2024-09-20,completed,390.0
O00689,C0151,2023-02-16,cancelled,450.0
O00690,C0151,2023-03-20,cancelled,2697.0
O00691,C0151,2023-04-21,returned,154.0
O00692,C0151,2024-06-09,returned,977.5
O00693,C0152,2023-09-04,completed,105.0
O00694,C0153,2024-03-20,cancelled,1200.0
O00695,C0154,2023-11-07,cancelled,175.0
O00696,C0154,2024-02-19,completed,4499.0
O00697,C0154,2024-04-16,completed,135.0
O00698,C0154,2024-05-13,completed,265.0
O00699,C0154,2024-09-08,completed,1074.0
O00700,C0154,2024-11-04,returned,863.8
O00701,C0154,2024-12-09,completed,252.0
O00702,C0155,2023-08-20,returned,517.5
O00703,C0155,2024-05-06,completed,110.0
O00704,C0156,2023-07-12,cancelled,431.25
O00705,C0156,2023-10-18,returned,248.0
O00706,C0156,2023-12-03,completed,1108.8
O00707,C0156,2024-01-03,completed,180.0
O00708,C0156,2024-02-13,returned,430.0
O00709,C0156,2024-04-10,completed,219.0
O00710,C0156,2024-06-07,completed,2441.45
O00711,C0156,2024-06-10,completed,307.05
O00712,C0156,2024-09-09,completed,260.0
O00713,C0156,2024-09-11,returned,165.0
O00714,C0156,2024-09-22,cancelled,65.0
O00715,C0156,2024-10-13,cancelled,45.0
O00716,C0156,2024-10-17,completed,630.0
O00717,C0156,2024-11-08,completed,189.0
O00718,C0157,2023-06-20,completed,500.25
O00719,C0157,2023-12-06,completed,3476.2
O00720,C0157,2024-02-20,completed,3539.0
O00721,C0157,2024-04-02,completed,690.0
O00722,C0157,2024-05-28,cancelled,448.0
O00723,C0157,2024-10-11,completed,3830.0
O00724,C0157,2024-11-12,returned,798.0
O00725,C0158,2023-11-19,completed,112.0
O00726,C0158,2024-03-04,completed,395.0
O00727,C0159,2023-08-07,completed,931.5
O00728,C0159,2023-08-20,cancelled,586.5
O00729,C0159,2023-10-11,completed,560.0
O00730,C0159,2023-10-24,returned,650.0
O00731,C0159,2024-02-22,cancelled,665.0
O00732,C0159,2024-03-11,returned,2927.0
O00733,C0159,2024-04-26,cancelled,70.0
O00734,C0159,2024-06-16,returned,120.75
O00735,C0159,2024-07-05,completed,207.0
O00736,C0159,2024-08-25,completed,172.5
O00737,C0159,2024-11-18,completed,3021.2
O00738,C0159,2024-11-20,completed,6122.2
O00739,C0160,2023-10-10,cancelled,670.0
O00740,C0161,2024-05-01,completed,475.0
O00741,C0161,2024-09-12,returned,807.0
O00742,C0162,2024-04-08,cancelled,110.0
O00743,C0162,2024-06-04,completed,307.05
O00744,C0163,2023-05-31,cancelled,135.0
O00745,C0163,2023-12-07,cancelled,231.0
O00746,C0163,2024-08-21,completed,3001.5
O00747,C0163,2024-11-15,cancelled,1162.0
O00748,C0164,2023-04-04,completed,80.0
O00749,C0164,2023-09-21,completed,540.0
O00750,C0164,2023-11-21,completed,252.0
O00751,C0164,2024-01-27,completed,70.0
O00752,C0165,2023-02-23,completed,705.0
O00753,C0165,2023-05-04,completed,4170.0
O00754,C0165,2023-07-27,completed,345.0
O00755,C0165,2023-09-03,cancelled,754.0
O00756,C0165,2023-09-22,completed,565.0
O00757,C0165,2023-11-28,completed,364.0
O00758,C0165,2024-01-20,completed,547.0
O00759,C0165,2024-02-27,cancelled,410.0
O00760,C0165,2024-08-23,completed,143.75
O00761,C0165,2024-09-03,cancelled,497.0
O00762,C0166,2023-08-04,returned,4318.25
O00763,C0166,2023-12-16,completed,98.0
O00764,C0167,2024-04-16,completed,120.0
O00765,C0167,2024-09-12,returned,150.0
O00766,C0168,2023-06-07,completed,4548.25
O00767,C0168,2023-11-27,completed,273.0
O00768,C0169,2023-08-28,returned,1627.25
O00769,C0170,2023-04-24,cancelled,240.0
O00770,C0170,2023-10-12,completed,270.0
O00771,C0171,2023-05-05,completed,2151.0
O00772,C0171,2023-05-26,completed,190.0
O00773,C0171,2023-06-25,cancelled,757.85
O00774,C0171,2023-11-15,returned,182.0
O00775,C0171,2024-01-16,completed,630.0
O00776,C0171,2024-02-07,cancelled,468.0
O00777,C0171,2024-07-13,cancelled,465.75
O00778,C0171,2024-08-09,completed,4404.5
O00779,C0171,2024-10-19,completed,260.0
O00780,C0171,2024-10-29,completed,1154.0
O00781,C0171,2024-11-26,completed,828.8
O00782,C0172,2023-04-14,completed,170.0
O00783,C0172,2024-09-26,cancelled,3897.0
O00784,C0172,2024-09-27,cancelled,2957.0
O00785,C0173,2023-07-10,completed,345.0
O00786,C0173,2023-09-06,cancelled,420.0
O00787,C0173,2024-03-31,completed,380.0
O00788,C0173,2024-09-27,completed,309.0
O00789,C0174,2023-03-12,returned,560.0
O00790,C0174,2023-07-13,completed,97.75
O00791,C0174,2023-07-26,returned,517.5
O00792,C0174,2023-12-16,returned,602.0
O00793,C0174,2024-10-17,returned,199.0
O00794,C0175,2023-04-28,completed,55.0
O00795,C0175,2023-05-26,completed,328.0
O00796,C0175,2023-07-19,completed,1482.35
O00797,C0175,2023-10-25,completed,478.0
O00798,C0175,2024-03-26,completed,1678.0
O00799,C0175,2024-07-22,completed,787.75
O00800,C0175,2024-08-22,completed,874.0
O00801,C0175,2024-10-08,cancelled,580.0
O00802,C0176,2024-12-08,returned,966.0
O00803,C0176,2024-12-29,returned,553.0
O00804,C0177,2023-08-12,returned,281.75
O00805,C0177,2023-11-10,returned,658.0
O00806,C0178,2023-10-07,returned,45.0
O00807,C0178,2023-11-21,completed,105.0
O00808,C0178,2024-05-24,completed,65.0
O00809,C0179,2023-02-09,cancelled,525.0
O00810,C0179,2023-07-15,completed,276.0
O00811,C0179,2023-07-21,completed,4703.5
O00812,C0179,2023-07-25,completed,195.5
O00813,C0179,2023-09-14,cancelled,875.0
O00814,C0179,2023-10-09,completed,445.0
O00815,C0179,2023-11-06,completed,1101.8
O00816,C0179,2023-12-04,completed,1988.0
O00817,C0179,2023-12-08,cancelled,413.0
O00818,C0179,2024-07-13,cancelled,592.25
O00819,C0179,2024-11-22,returned,63.0
O00820,C0179,2024-11-30,returned,441.0
O00821,C0179,2024-12-23,cancelled,126.0
O00822,C0180,2023-05-13,completed,3130.0
O00823,C0180,2024-03-04,completed,270.0
O00824,C0180,2024-05-04,completed,660.0
O00825,C0180,2024-07-03,cancelled,80.5
O00826,C0181,2023-12-22,completed,1050.0
O00827,C0181,2024-12-18,returned,357.0
O00828,C0182,2024-01-10,cancelled,455.0
O00829,C0183,2023-08-16,completed,833.75
O00830,C0183,2023-09-14,returned,1530.0
O00831,C0183,2024-10-27,completed,730.0
O00832,C0184,2023-09-25,cancelled,2610.0
O00833,C0184,2023-10-20,completed,705.0
O00834,C0184,2023-12-13,completed,672.0
O00835,C0184,2024-04-11,completed,355.0
O00836,C0185,2023-04-09,completed,55.0
O00837,C0185,2023-06-21,completed,241.5
O00838,C0185,2023-08-14,returned,138.0
O00839,C0185,2024-11-11,completed,721.0
O00840,C0186,2023-02-14,cancelled,660.0
O00841,C0186,2023-03-10,returned,330.0
O00842,C0186,2023-04-15,returned,225.0
O00843,C0186,2023-08-12,cancelled,649.75
O00844,C0186,2023-11-05,completed,245.0
O00845,C0186,2024-01-13,completed,450.0
O00846,C0186,2024-02-25,cancelled,860.0
O00847,C0186,2024-05-26,completed,135.0
O00848,C0186,2024-09-05,completed,610.0
O00849,C0186,2024-09-30,completed,335.0
O00850,C0186,2024-10-27,completed,2742.0
O00851,C0186,2024-12-30,completed,154.0
O00852,C0187,2023-06-30,completed,258.75
O00853,C0187,2023-09-08,returned,470.0
O00854,C0187,2023-09-12,returned,240.0
O00855,C0187,2024-03-10,cancelled,170.0
O00856,C0187,2024-09-12,completed,475.0
O00857,C0188,2024-05-16,returned,580.0
O00858,C0188,2024-06-16,completed,1058.0
O00859,C0188,2024-09-13,returned,295.0
O00860,C0188,2024-09-22,returned,260.0
O00861,C0189,2024-12-15,completed,1867.6
O00862,C0190,2023-04-30,completed,460.0
O00863,C0191,2023-11-12,returned,3775.8
O00864,C0191,2024-08-23,completed,431.25
O00865,C0192,2023-01-02,returned,360.0
O00866,C0192,2023-03-13,completed,85.0
O00867,C0192,2023-04-10,completed,345.0
O00868,C0192,2024-05-18,returned,328.0
O00869,C0192,2024-12-14,completed,4158.0
O00870,C0193,2023-05-05,completed,345.0
O00871,C0193,2023-06-09,completed,494.5
O00872,C0193,2023-08-05,returned,5861.55
O00873,C0193,2023-11-30,completed,753.2
O00874,C0193,2024-05-16,completed,110.0
O00875,C0193,2024-10-11,completed,392.0
O00876,C0193,2024-10-13,cancelled,795.0
O00877,C0193,2024-12-14,completed,4265.8
O00878,C0194,2023-11-05,cancelled,1524.6
O00879,C0194,2024-11-20,completed,231.0
O00880,C0195,2023-08-14,completed,368.0
O00881,C0195,2023-09-21,completed,510.0
O00882,C0195,2023-10-15,completed,425.0
O00883,C0195,2024-01-28,completed,3147.0
O00884,C0195,2024-05-02,completed,40.0
O00885,C0195,2024-11-12,completed,3892.0
O00886,C0196,2023-05-10,cancelled,4198.0
O00887,C0196,2024-06-16,completed,657.8
O00888,C0196,2024-09-08,completed,3222.0
O00889,C0196,2024-11-10,completed,931.0
O00890,C0197,2023-07-03,returned,845.25
O00891,C0198,2024-02-05,completed,460.0
O00892,C0198,2024-02-05,completed,490.0
O00893,C0199,2023-05-29,completed,240.0
O00894,C0199,2023-10-26,completed,35.0
O00895,C0199,2024-03-28,returned,340.0
O00896,C0199,2024-05-09,cancelled,260.0
O00897,C0199,2024-12-13,completed,364.0
O00898,C0200,2024-04-19,returned,1345.0
O00899,C0201,2023-06-29,cancelled,678.5
O00900,C0202,2023-06-02,cancelled,270.25
O00901,C0202,2024-02-25,cancelled,822.0
O00902,C0203,2023-01-06,completed,40.0
O00903,C0203,2023-02-10,completed,220.0
O00904,C0203,2023-05-06,cancelled,110.0
O00905,C0203,2023-05-12,completed,165.0
O00906,C0203,2023-07-31,completed,3516.7
O00907,C0203,2023-11-18,completed,84.0
O00908,C0203,2024-04-02,completed,90.0
O00909,C0203,2024-07-22,completed,310.5
O00910,C0203,2024-08-11,completed,874.0
O00911,C0203,2024-10-30,returned,420.0
O00912,C0204,2024-01-17,cancelled,200.0
O00913,C0205,2023-03-21,completed,120.0
O00914,C0206,2023-10-03,completed,134.0
O00915,C0206,2024-06-09,returned,1097.1
O00916,C0206,2024-07-09,cancelled,977.5
O00917,C0207,2023-06-08,completed,4654.05
O00918,C0207,2023-07-30,returned,701.5
O00919,C0207,2023-10-11,cancelled,435.0
O00920,C0207,2023-10-22,cancelled,538.0
O00921,C0207,2024-03-10,completed,60.0
O00922,C0207,2024-05-22,completed,45.0
O00923,C0208,2023-05-10,cancelled,450.0
O00924,C0208,2024-07-07,completed,4499.95
O00925,C0209,2023-02-13,completed,567.0
O00926,C0209,2023-06-22,completed,707.25
O00927,C0209,2024-04-04,completed,4170.0
O00928,C0209,2024-06-20,completed,534.75
O00929,C0209,2024-09-13,returned,225.0
O00930,C0209,2024-09-15,returned,2962.0
O00931,C0209,2024-11-21,completed,420.0
O00932,C0209,2024-12-01,completed,56.0
O00933,C0210,2023-06-13,returned,2107.95
O00934,C0210,2023-09-25,completed,45.0
O00935,C0210,2023-11-12,completed,3871.0
O00936,C0210,2023-12-09,returned,1288.0
O00937,C0210,2024-01-23,returned,899.0
O00938,C0210,2024-02-17,completed,3675.0
O00939,C0210,2024-03-07,completed,2690.0
O00940,C0210,2024-04-07,returned,120.0
O00941,C0210,2024-06-13,cancelled,132.25
O00942,C0210,2024-06-23,completed,327.75
O00943,C0210,2024-07-14,completed,462.3
O00944,C0210,2024-08-17,completed,2130.95
O00945,C0210,2024-08-28,completed,3412.05
O00946,C0210,2024-09-29,completed,480.0
O00947,C0210,2024-12-06,completed,4034.8
O00948,C0211,2023-02-11,completed,120.0
O00949,C0212,2023-04-14,completed,3940.0
O00950,C0212,2023-07-09,completed,350.75
O00951,C0212,2023-09-16,completed,240.0
O00952,C0212,2024-03-17,cancelled,450.0
O00953,C0212,2024-05-18,completed,425.0
O00954,C0212,2024-09-13,cancelled,710.0
O00955,C0213,2023-03-11,cancelled,90.0
O00956,C0213,2023-05-01,completed,635.0
O00957,C0213,2023-09-16,returned,572.0
O00958,C0213,2023-12-22,returned,5271.0
O00959,C0213,2024-01-10,cancelled,938.0
O00960,C0213,2024-03-05,completed,125.0
O00961,C0213,2024-03-22,completed,445.0
O00962,C0213,2024-04-04,cancelled,2400.0
O00963,C0213,2024-05-09,cancelled,523.0
O00964,C0213,2024-06-20,returned,874.0
O00965,C0213,2024-07-17,completed,4554.0
O00966,C0213,2024-07-27,completed,580.75
O00967,C0213,2024-10-06,completed,220.0
O00968,C0213,2024-12-29,returned,203.0
O00969,C0214,2023-08-30,cancelled,1115.5
O00970,C0214,2023-09-08,completed,1798.0
O00971,C0214,2023-09-12,completed,565.0
O00972,C0215,2023-06-21,completed,828.0
O00973,C0215,2023-07-22,completed,63.25
O00974,C0216,2023-03-29,completed,190.0
O00975,C0216,2024-12-25,completed,1078.0
O00976,C0217,2023-05-17,completed,90.0
O00977,C0217,2023-08-29,completed,566.95
O00978,C0217,2023-08-29,completed,2286.2
O00979,C0217,2023-10-08,completed,75.0
O00980,C0217,2024-03-14,completed,165.0
O00981,C0217,2024-07-14,returned,419.75
O00982,C0217,2024-10-20,completed,240.0
O00983,C0217,2024-11-23,completed,770.0
O00984,C0218,2023-03-10,completed,180.0
O00985,C0218,2023-04-26,completed,645.0
O00986,C0218,2023-10-13,completed,285.0
O00987,C0218,2024-03-13,returned,245.0
O00988,C0218,2024-04-02,cancelled,155.0
O00989,C0218,2024-05-04,completed,410.0
O00990,C0218,2024-08-14,completed,348.45
O00991,C0219,2023-05-01,completed,390.0
O00992,C0219,2023-05-27,completed,450.0
O00993,C0219,2024-01-22,returned,375.0
O00994,C0219,2024-12-13,cancelled,504.0
O00995,C0219,2024-12-21,completed,4489.8
O00996,C0220,2023-04-05,cancelled,2078.0
O00997,C0220,2023-06-10,cancelled,149.5
O00998,C0220,2023-08-21,returned,195.5
O00999,C0220,2023-09-22,returned,2158.0
O01000,C0220,2023-10-06,completed,120.0
O01001,C0220,2023-11-10,cancelled,630.0
O01002,C0220,2024-03-09,completed,220.0
O01003,C0220,2024-04-10,completed,80.0
O01004,C0220,2024-05-28,completed,360.0
O01005,C0220,2024-07-21,completed,586.5
O01006,C0220,2024-08-08,completed,598.0
O01007,C0220,2024-11-27,cancelled,154.0
O01008,C0220,2024-12-27,completed,4076.8
O01009,C0220,2024-12-29,completed,464.8
O01010,C0221,2023-05-15,completed,582.0
O01011,C0221,2024-04-03,completed,325.0
O01012,C0222,2023-06-15,completed,310.5
O01013,C0223,2023-03-11,completed,90.0
O01014,C0223,2023-06-15,completed,885.5
O01015,C0223,2023-10-14,completed,459.0
O01016,C0223,2023-12-28,cancelled,665.0
O01017,C0223,2024-01-08,cancelled,35.0
O01018,C0223,2024-08-13,cancelled,51.75
O01019,C0224,2023-03-16,returned,150.0
O01020,C0224,2023-08-17,cancelled,2245.95
O01021,C0224,2024-02-02,returned,765.0
O01022,C0224,2024-02-13,returned,95.0
O01023,C0225,2023-02-03,returned,110.0
O01024,C0225,2023-05-31,returned,2730.0
O01025,C0225,2023-08-08,completed,2067.7
O01026,C0225,2023-11-25,returned,399.0
O01027,C0225,2024-08-05,returned,664.7
O01028,C0225,2024-09-08,completed,335.0
O01029,C0225,2024-10-18,completed,1585.0
O01030,C0226,2023-11-28,completed,126.0
O01031,C0226,2024-11-11,completed,4380.6
O01032,C0227,2023-07-20,completed,235.75
O01033,C0227,2023-09-20,returned,390.0
O01034,C0228,2023-05-28,cancelled,105.0
O01035,C0228,2024-03-16,returned,210.0
O01036,C0228,2024-03-21,returned,695.0
O01037,C0229,2023-05-05,completed,180.0
O01038,C0230,2023-04-13,returned,120.0
O01039,C0230,2024-07-11,completed,184.0
O01040,C0230,2024-09-30,returned,150.0
O01041,C0231,2023-01-08,completed,780.0
O01042,C0231,2024-01-19,completed,4062.0
O01043,C0232,2023-08-22,completed,2429.95
O01044,C0232,2023-10-11,completed,35.0
O01045,C0232,2024-03-12,cancelled,120.0
O01046,C0232,2024-03-14,completed,100.0
O01047,C0232,2024-04-21,returned,180.0
O01048,C0232,2024-08-28,completed,310.5
O01049,C0232,2024-10-29,completed,1505.0
O01050,C0232,2024-11-26,completed,536.2
O01051,C0233,2023-01-24,completed,1149.0
O01052,C0233,2023-04-16,returned,370.0
O01053,C0233,2024-08-16,returned,103.5
O01054,C0233,2024-10-04,returned,250.0
O01055,C0233,2024-10-15,cancelled,1798.0
O01056,C0234,2023-01-06,cancelled,1725.0
O01057,C0234,2023-06-12,completed,1136.2
O01058,C0234,2024-07-13,completed,143.75
O01059,C0234,2024-09-06,completed,640.0
O01060,C0235,2024-03-22,completed,330.0
O01061,C0236,2023-06-19,returned,471.5
O01062,C0236,2023-07-30,cancelled,500.25
O01063,C0236,2023-11-16,completed,620.2
O01064,C0236,2024-05-14,completed,450.0
O01065,C0237,2023-03-05,completed,2777.0
O01066,C0237,2023-03-07,cancelled,120.0
O01067,C0237,2023-05-02,returned,515.0
O01068,C0237,2023-06-29,returned,1033.85
O01069,C0237,2023-09-30,cancelled,1830.0
O01070,C0237,2023-10-20,completed,792.0
O01071,C0237,2024-01-16,completed,170.0
O01072,C0237,2024-01-19,completed,885.0
O01073,C0237,2024-01-26,completed,495.0
O01074,C0237,2024-03-24,completed,1500.0
O01075,C0237,2024-06-14,returned,103.5
O01076,C0237,2024-09-21,cancelled,130.0
O01077,C0237,2024-09-27,completed,1798.0
O01078,C0238,2023-05-30,completed,620.0
O01079,C0238,2023-06-06,returned,46.0
O01080,C0238,2023-06-18,cancelled,655.5
O01081,C0238,2023-07-21,completed,514.05
O01082,C0238,2023-10-31,completed,55.0
O01083,C0238,2024-02-20,completed,120.0
O01084,C0238,2024-05-13,returned,555.0
O01085,C0238,2024-09-16,cancelled,625.0
O01086,C0239,2023-03-12,cancelled,899.0
O01087,C0239,2023-06-18,completed,2857.75
O01088,C0239,2023-07-12,returned,1252.35
O01089,C0239,2023-07-27,cancelled,1052.25
O01090,C0239,2023-10-12,returned,355.0
O01091,C0239,2023-11-11,cancelled,1692.6
O01092,C0239,2024-01-30,completed,765.0
O01093,C0239,2024-02-14,returned,245.0
O01094,C0239,2024-03-09,completed,3920.0
O01095,C0239,2024-04-08,cancelled,239.0
O01096,C0239,2024-06-09,completed,5126.7
O01097,C0239,2024-09-27,completed,254.0
O01098,C0239,2024-12-03,completed,434.0
O01099,C0240,2023-08-22,cancelled,138.0
O01100,C0240,2024-06-21,completed,465.75
O01101,C0241,2023-11-05,completed,6396.6
O01102,C0241,2023-12-28,completed,574.0
O01103,C0242,2023-04-21,cancelled,460.0
O01104,C0242,2023-06-29,returned,3383.3
O01105,C0242,2023-09-29,returned,405.0
O01106,C0242,2023-10-08,completed,465.0
O01107,C0242,2023-12-06,completed,420.0
O01108,C0242,2023-12-24,completed,4970.0
O01109,C0242,2024-02-05,completed,35.0
O01110,C0242,2024-04-05,completed,895.0
O01111,C0242,2024-06-23,returned,575.0
O01112,C0242,2024-07-11,completed,339.25
O01113,C0242,2024-10-03,returned,735.0
O01114,C0242,2024-10-16,returned,253.0
O01115,C0242,2024-11-26,completed,616.0
O01116,C0242,2024-11-26,returned,2604.0
O01117,C0243,2023-02-24,completed,390.0
O01118,C0243,2023-05-11,completed,340.0
O01119,C0243,2023-10-28,completed,105.0
O01120,C0243,2024-01-18,completed,3182.0
O01121,C0243,2024-02-07,returned,3897.0
O01122,C0243,2024-07-10,cancelled,138.0
O01123,C0243,2024-08-02,returned,204.7
O01124,C0243,2024-09-27,returned,260.0
O01125,C0244,2023-09-29,completed,584.0
O01126,C0244,2024-08-13,completed,126.5
O01127,C0245,2023-12-20,returned,2720.2
O01128,C0245,2024-03-24,completed,4110.0
O01129,C0245,2024-07-30,completed,4694.3
O01130,C0245,2024-11-05,cancelled,462.0
O01131,C0246,2023-10-13,completed,912.0
O01132,C0247,2023-05-13,completed,509.0
O01133,C0247,2024-12-15,completed,168.0
O01134,C0248,2024-01-10,completed,125.0
O01135,C0248,2024-01-15,completed,3325.0
O01136,C0249,2023-04-21,completed,305.0
O01137,C0249,2023-05-17,cancelled,3750.0
O01138,C0249,2023-07-24,completed,74.75
O01139,C0249,2023-11-25,completed,898.8
O01140,C0249,2024-01-22,completed,250.0
O01141,C0249,2024-04-05,cancelled,365.0
O01142,C0249,2024-07-23,completed,3101.55
O01143,C0249,2024-08-10,completed,1033.85
O01144,C0249,2024-10-14,completed,2815.0
O01145,C0249,2024-12-16,completed,124.6
O01146,C0250,2023-02-28,returned,1375.0
O01147,C0250,2023-04-24,completed,155.0
O01148,C0250,2023-11-16,completed,805.0
O01149,C0250,2024-02-13,cancelled,260.0
O01150,C0250,2024-05-27,completed,2952.0
O01151,C0250,2024-06-14,returned,1873.35
O01152,C0250,2024-07-13,cancelled,391.0
O01153,C0250,2024-08-19,returned,2263.2
O01154,C0250,2024-09-17,completed,3600.0
O01155,C0250,2024-09-25,completed,89.0
O01156,C0250,2024-12-15,completed,420.0
O01157,C0251,2023-05-13,cancelled,3467.0
O01158,C0251,2023-09-08,completed,445.0
O01159,C0251,2023-10-27,completed,480.0
O01160,C0251,2023-12-25,cancelled,420.0
O01161,C0251,2024-09-08,cancelled,1429.0
O01162,C0251,2024-11-01,completed,105.0
O01163,C0252,2024-04-09,completed,110.0
O01164,C0252,2024-10-27,completed,520.0
O01165,C0253,2023-02-15,completed,235.0
O01166,C0253,2024-01-29,completed,80.0
O01167,C0253,2024-03-30,completed,325.0
O01168,C0254,2023-02-28,completed,825.0
O01169,C0254,2023-04-22,completed,515.0
O01170,C0254,2023-09-24,completed,2697.0
O01171,C0254,2023-10-22,completed,2574.0
O01172,C0254,2024-02-02,completed,325.0
O01173,C0254,2024-03-10,cancelled,520.0
O01174,C0254,2024-03-13,completed,2877.0
O01175,C0254,2024-04-19,completed,6297.0
O01176,C0254,2024-06-15,returned,465.75
O01177,C0254,2024-07-01,completed,80.5
O01178,C0254,2024-07-20,cancelled,207.0
O01179,C0254,2024-08-04,completed,126.5
O01180,C0254,2024-08-09,cancelled,276.0
O01181,C0254,2024-11-25,cancelled,557.2
O01182,C0255,2023-10-29,cancelled,45.0
O01183,C0255,2023-12-10,completed,5222.0
O01184,C0255,2024-01-19,completed,490.0
O01185,C0255,2024-02-22,returned,55.0
O01186,C0255,2024-04-26,cancelled,2380.0
O01187,C0255,2024-10-29,cancelled,570.0
O01188,C0256,2023-09-04,completed,225.0
O01189,C0256,2024-02-24,completed,465.0
O01190,C0256,2024-03-31,completed,525.0
O01191,C0256,2024-12-10,completed,3014.2
O01192,C0257,2023-01-16,completed,165.0
O01193,C0257,2023-07-04,returned,1033.85
O01194,C0257,2023-07-22,returned,40.25
O01195,C0257,2024-04-09,completed,585.0
O01196,C0258,2024-08-28,cancelled,63.25
O01197,C0258,2024-09-15,completed,550.0
O01198,C0259,2023-07-07,cancelled,51.75
O01199,C0259,2024-08-26,cancelled,954.5
O01200,C0260,2023-12-09,completed,945.0
O01201,C0260,2024-02-14,returned,320.0
O01202,C0260,2024-03-30,completed,355.0
O01203,C0260,2024-09-02,completed,1079.0
O01204,C0261,2023-01-29,completed,2489.0
O01205,C0261,2024-09-04,completed,265.0
O01206,C0262,2024-06-09,returned,660.1
O01207,C0263,2023-07-15,completed,408.25
O01208,C0263,2024-01-05,cancelled,344.0
O01209,C0263,2024-01-14,completed,1124.0
O01210,C0263,2024-07-08,completed,454.25
O01211,C0264,2024-06-12,completed,126.5
O01212,C0265,2023-02-09,returned,660.0
O01213,C0266,2023-08-26,returned,437.0
O01214,C0266,2023-10-27,returned,2328.0
O01215,C0267,2024-06-11,cancelled,1891.75
O01216,C0267,2024-06-16,completed,212.75
O01217,C0268,2023-12-14,completed,793.8
O01218,C0268,2024-10-13,completed,1893.0
O01219,C0269,2023-03-06,completed,270.0
O01220,C0269,2024-07-20,returned,322.0
O01221,C0270,2023-01-14,cancelled,4040.0
O01222,C0270,2023-01-21,completed,130.0
O01223,C0270,2023-02-06,returned,154.0
O01224,C0270,2023-04-15,completed,4015.0
O01225,C0270,2024-06-23,completed,356.5
O01226,C0271,2023-04-06,completed,485.0
O01227,C0271,2023-08-16,completed,2751.95
O01228,C0271,2023-09-08,completed,40.0
O01229,C0271,2023-10-13,returned,560.0
O01230,C0271,2023-10-19,cancelled,520.0
O01231,C0271,2023-10-26,completed,2505.0
O01232,C0271,2024-01-21,completed,475.0
O01233,C0271,2024-01-27,completed,535.0
