customer_id,event_type,event_date
C0377,added_to_cart,2023-08-15
C0378,visited_site,2024-02-17
C0378,viewed_product,2024-02-18
C0379,visited_site,2024-08-08
C0379,viewed_product,2024-08-09
C0379,added_to_cart,2024-08-10
C0379,purchased,2024-08-11
C0380,visited_site,2024-01-29
C0381,visited_site,2023-05-23
C0382,visited_site,2024-08-19
C0383,visited_site,2024-09-24
C0383,viewed_product,2024-09-26
C0383,added_to_cart,2024-09-26
C0384,visited_site,2024-07-15
C0384,viewed_product,2024-07-15
C0384,added_to_cart,2024-07-17
C0385,visited_site,2023-09-13
C0386,visited_site,2023-09-08
C0387,visited_site,2024-06-20
C0387,viewed_product,2024-06-21
C0388,visited_site,2023-12-05
C0388,viewed_product,2023-12-05
C0388,added_to_cart,2023-12-07
C0389,visited_site,2024-11-12
C0389,viewed_product,2024-11-12
C0389,added_to_cart,2024-11-14
C0389,purchased,2024-11-15
C0390,visited_site,2024-01-21
C0390,viewed_product,2024-01-22
C0391,visited_site,2024-03-18
C0391,viewed_product,2024-03-19
C0391,added_to_cart,2024-03-20
C0392,visited_site,2024-12-24
C0392,viewed_product,2024-12-25
C0393,visited_site,2024-10-31
C0393,viewed_product,2024-11-01
C0394,visited_site,2023-06-03
C0394,viewed_product,2023-06-04
C0395,visited_site,2023-03-14
C0396,visited_site,2024-04-24
C0396,viewed_product,2024-04-24
C0396,added_to_cart,2024-04-25
C0397,visited_site,2023-08-17
C0397,viewed_product,2023-08-18
C0397,added_to_cart,2023-08-18
C0398,visited_site,2024-07-28
C0398,viewed_product,2024-07-28
C0399,visited_site,2023-03-14
C0399,viewed_product,2023-03-14
C0399,added_to_cart,2023-03-16
C0399,purchased,2023-03-16
C0400,visited_site,2023-03-04
C0400,viewed_product,2023-03-06
C0400,added_to_cart,2023-03-06
C0400,purchased,2023-03-07
C0401,visited_site,2024-07-29
C0401,viewed_product,2024-07-30
C0401,added_to_cart,2024-07-31
C0401,purchased,2024-08-01
C0402,visited_site,2024-08-05
C0402,viewed_product,2024-08-05
C0402,added_to_cart,2024-08-07
C0403,visited_site,2024-01-20
C0403,viewed_product,2024-01-21
C0403,added_to_cart,2024-01-22
C0404,visited_site,2023-02-18
C0404,viewed_product,2023-02-18
C0405,visited_site,2024-03-06
C0405,viewed_product,2024-03-06
C0405,added_to_cart,2024-03-07
C0406,visited_site,2023-01-08
C0407,visited_site,2023-11-13
C0407,viewed_product,2023-11-15
C0408,visited_site,2024-03-08
C0408,viewed_product,2024-03-08
C0409,visited_site,2023-04-14
C0410,visited_site,2024-11-16
C0410,viewed_product,2024-11-16
C0411,visited_site,2024-03-05
C0412,visited_site,2024-12-16
C0413,visited_site,2023-10-11
C0414,visited_site,2024-02-24
C0414,viewed_product,2024-02-25
C0415,visited_site,2023-10-28
C0415,viewed_product,2023-10-29
C0416,visited_site,2024-01-07
C0417,visited_site,2023-04-23
C0417,viewed_product,2023-04-24
C0418,visited_site,2023-05-31
C0419,visited_site,2023-08-04
C0420,visited_site,2024-01-23
C0420,viewed_product,2024-01-25
C0421,visited_site,2024-03-20
C0421,viewed_product,2024-03-21
C0422,visited_site,2023-06-27
C0422,viewed_product,2023-06-28
C0423,visited_site,2024-10-20
C0423,viewed_product,2024-10-22
C0424,visited_site,2024-07-13
C0424,viewed_product,2024-07-14
C0425,visited_site,2024-03-15
C0425,viewed_product,2024-03-17
C0426,visited_site,2024-05-29
C0426,viewed_product,2024-05-31
C0427,visited_site,2024-03-06
C0427,viewed_product,2024-03-06
C0427,added_to_cart,2024-03-07
C0428,visited_site,2023-02-14
C0429,visited_site,2024-01-16
C0429,viewed_product,2024-01-16
C0429,added_to_cart,2024-01-17
C0429,purchased,2024-01-19
C0430,visited_site,2023-02-23
C0430,viewed_product,2023-02-23
C0431,visited_site,2023-04-14
C0431,viewed_product,2023-04-14
C0431,added_to_cart,2023-04-15
C0432,visited_site,2023-07-27
C0432,viewed_product,2023-07-27
C0432,added_to_cart,2023-07-29
C0432,purchased,2023-07-29
C0433,visited_site,2023-08-04
C0434,visited_site,2023-09-05
C0435,visited_site,2024-08-27
C0435,viewed_product,2024-08-27
C0436,visited_site,2024-02-02
C0437,visited_site,2023-12-30
C0438,visited_site,2023-09-23
C0439,visited_site,2024-10-14
C0440,visited_site,2023-01-10
C0440,viewed_product,2023-01-12
C0440,added_to_cart,2023-01-13
C0441,visited_site,2024-12-25
C0442,visited_site,2024-07-26
C0442,viewed_product,2024-07-26
C0442,added_to_cart,2024-07-28
C0443,visited_site,2023-02-28
C0443,viewed_product,2023-03-01
C0443,added_to_cart,2023-03-01
C0444,visited_site,2024-06-09
C0445,visited_site,2023-06-08
C0445,viewed_product,2023-06-10
C0445,added_to_cart,2023-06-11
C0446,visited_site,2024-07-03
C0447,visited_site,2023-02-12
C0447,viewed_product,2023-02-12
C0448,visited_site,2023-01-09
C0448,viewed_product,2023-01-10
C0449,visited_site,2024-04-21
C0449,viewed_product,2024-04-23
C0450,visited_site,2023-10-28
C0450,viewed_product,2023-10-30
C0451,visited_site,2023-06-16
C0451,viewed_product,2023-06-17
C0452,visited_site,2024-01-30
C0452,viewed_product,2024-01-31
C0452,added_to_cart,2024-02-01
C0452,purchased,2024-02-02
C0453,visited_site,2024-11-29
C0453,viewed_product,2024-11-30
C0453,added_to_cart,2024-12-02
C0454,visited_site,2023-05-26
C0455,visited_site,2024-02-21
C0455,viewed_product,2024-02-22
C0456,visited_site,2023-01-11
C0456,viewed_product,2023-01-12
C0457,visited_site,2023-06-10
C0457,viewed_product,2023-06-11
C0458,visited_site,2023-08-17
C0458,viewed_product,2023-08-18
C0459,visited_site,2023-08-15
C0460,visited_site,2024-03-11
C0461,visited_site,2023-11-20
C0461,viewed_product,2023-11-22
C0462,visited_site,2024-01-23
C0463,visited_site,2024-07-18
C0463,viewed_product,2024-07-18
C0463,added_to_cart,2024-07-20
C0463,purchased,2024-07-20
C0464,visited_site,2023-04-06
C0465,visited_site,2023-10-11
C0465,viewed_product,2023-10-11
C0466,visited_site,2024-08-22
C0466,viewed_product,2024-08-23
C0467,visited_site,2023-11-25
C0467,viewed_product,2023-11-26
C0468,visited_site,2024-05-19
C0468,viewed_product,2024-05-21
C0469,visited_site,2024-05-25
C0469,viewed_product,2024-05-25
C0469,added_to_cart,2024-05-26
C0470,visited_site,2024-09-04
C0471,visited_site,2023-01-21
C0471,viewed_product,2023-01-22
C0472,visited_site,2024-03-09
C0472,viewed_product,2024-03-10
C0472,added_to_cart,2024-03-10
C0472,purchased,2024-03-11
C0473,visited_site,2023-03-05
C0473,viewed_product,2023-03-06
C0474,visited_site,2024-10-29
C0474,viewed_product,2024-10-30
C0474,added_to_cart,2024-11-01
C0475,visited_site,2023-08-22
C0476,visited_site,2023-11-01
C0476,viewed_product,2023-11-02
C0477,visited_site,2024-11-18
C0477,viewed_product,2024-11-19
C0477,added_to_cart,2024-11-21
C0478,visited_site,2024-02-18
C0478,viewed_product,2024-02-19
C0479,visited_site,2024-04-05
C0479,viewed_product,2024-04-06
C0480,visited_site,2024-01-22
C0480,viewed_product,2024-01-23
C0481,visited_site,2024-12-25
C0481,viewed_product,2024-12-26
C0481,added_to_cart,2024-12-26
C0482,visited_site,2023-05-10
C0483,visited_site,2024-05-02
C0484,visited_site,2024-12-12
C0484,viewed_product,2024-12-13
C0485,visited_site,2023-08-29
C0486,visited_site,2023-08-30
C0487,visited_site,2024-12-04
C0487,viewed_product,2024-12-06
C0488,visited_site,2023-12-03
C0488,viewed_product,2023-12-04
C0489,visited_site,2023-11-19
C0489,viewed_product,2023-11-19
C0490,visited_site,2024-05-28
C0490,viewed_product,2024-05-29
C0490,added_to_cart,2024-05-29
C0491,visited_site,2023-03-20
C0491,viewed_product,2023-03-22
C0491,added_to_cart,2023-03-22
C0492,visited_site,2024-02-17
C0492,viewed_product,2024-02-18
C0492,added_to_cart,2024-02-19
C0492,purchased,2024-02-20
C0493,visited_site,2024-05-08
C0494,visited_site,2024-01-16
C0494,viewed_product,2024-01-16
C0495,visited_site,2023-04-20
C0496,visited_site,2023-06-12
C0496,viewed_product,2023-06-13
C0497,visited_site,2024-02-18
C0497,viewed_product,2024-02-19
C0498,visited_site,2024-03-11
C0498,viewed_product,2024-03-12
C0498,added_to_cart,2024-03-13
C0499,visited_site,2024-08-05
C0499,viewed_product,2024-08-07
C0499,added_to_cart,2024-08-08
C0499,purchased,2024-08-08
C0500,visited_site,2023-03-04
